Geneid	B7C1	B7C2	B7C4	B7D1	B7D3	B7D4
FBgn0267271	0	0	2	0	1	0
FBgn0266886	4	1	1	3	5	0
FBgn0263533	0	0	0	0	0	0
FBgn0266214	0	0	0	0	0	0
FBgn0051677	0	0	7	4	8	0
FBgn0263583	0	0	8	0	12	0
FBgn0262445	0	0	0	0	0	0
FBgn0262425	0	0	0	0	0	0
FBgn0262688	0	0	0	2	0	2
FBgn0032869	92	83	409	151	362	35
FBgn0016054	1283	1824	1294	1224	1148	1409
FBgn0032870	1199	1565	1169	1446	1574	1540
FBgn0259936	1376	1866	1296	1323	1450	1742
FBgn0082938	0	0	0	0	0	0
FBgn0082937	1	3	2	2	0	1
FBgn0082936	0	0	0	0	0	0
FBgn0032871	278	391	280	289	343	323
FBgn0261787	3599	5025	3210	4292	4298	4469
FBgn0032873	1835	2114	1580	1783	1717	1939
FBgn0051678	2171	2640	1922	2613	2635	2658
FBgn0266356	0	0	4	0	2	0
FBgn0086657	1735	2217	1569	2107	2234	2351
FBgn0032876	5473	8357	5087	8300	9030	8646
FBgn0032877	245	343	231	264	285	274
FBgn0014859	302	330	243	336	261	276
FBgn0265076	0	0	0	0	0	0
FBgn0265077	1	1	5	4	1	3
FBgn0266844	1	0	2	1	1	1
FBgn0032879	196	228	157	199	171	194
FBgn0032880	5606	6913	4983	5511	5533	5780
FBgn0262743	18060	22970	16026	20274	20760	21856
FBgn0032881	1108	989	917	1107	1196	1229
FBgn0032882	1599	1920	1431	1881	2049	2149
FBgn0032883	1474	1761	1321	1815	2031	1907
FBgn0011202	2804	3339	2439	3135	3140	3380
FBgn0000251	3721	5882	3896	4366	4449	5081
FBgn0032884	3343	3521	2743	2988	3171	3259
FBgn0250785	1618	1688	1537	1938	1923	2072
FBgn0264995	0	0	0	0	0	0
FBgn0032886	2215	2881	2053	2525	2481	2615
FBgn0067311	0	0	6	1	9	2
FBgn0067312	3	1	3	5	5	0
FBgn0032888	144	113	101	72	69	61
FBgn0032889	6472	6569	4586	6813	5925	7209
FBgn0051673	2040	2402	1976	1965	1915	2112
FBgn0051674	1148	1024	918	747	719	828
FBgn0032891	135	116	105	72	76	82
FBgn0051676	802	691	503	474	410	423
FBgn0265366	0	0	0	0	0	0
FBgn0032895	221	199	198	161	165	142
FBgn0032896	353	313	275	205	225	254
FBgn0032897	8200	7217	7895	7212	6991	7373
FBgn0032898	2	2	0	2	2	2
FBgn0032899	2032	1876	2013	1205	1123	1216
FBgn0051675	298	301	308	331	325	347
FBgn0032900	566	568	656	584	551	596
FBgn0032901	275	284	177	202	174	187
FBgn0263996	0	0	0	0	0	0
FBgn0266316	0	1	4	3	8	2
FBgn0053317	1	0	0	0	0	0
FBgn0266369	3674	3333	2832	3090	3005	3246
FBgn0032906	2605	3241	2281	3211	3085	3282
FBgn0032907	1024	1178	907	1319	1307	1356
FBgn0053319	1	1	96	26	135	0
FBgn0032908	378	368	213	258	272	258
FBgn0265817	0	0	7	0	11	0
FBgn0250867	588	653	534	636	694	626
FBgn0010395	685	647	573	525	486	470
FBgn0032910	1653	2491	1677	2086	2212	2240
FBgn0032911	432	475	349	409	363	392
FBgn0053511	192	201	363	167	166	146
FBgn0053510	78	37	84	29	45	35
FBgn0053509	445	376	412	268	220	254
FBgn0053508	22	26	36	8	1	9
FBgn0032913	5829	4825	6068	1513	1031	1495
FBgn0032914	17	16	17	19	24	15
FBgn0032915	4155	5063	3478	4002	4089	4192
FBgn0083972	664	613	439	1362	1635	1320
FBgn0264353	1	2	3	4	8	0
FBgn0032916	1518	1946	1518	1602	1751	1865
FBgn0040297	2987	3122	1985	2329	2239	2173
FBgn0264865	0	0	0	0	1	0
FBgn0023388	2455	2905	2354	2139	2201	2334
FBgn0032919	5552	5691	4752	3909	3950	4476
FBgn0086041	0	0	2	0	0	0
FBgn0086251	4991	7364	4522	5799	6017	6712
FBgn0024371	2515	3609	2427	3622	3705	3865
FBgn0032921	499	599	475	528	562	569
FBgn0032922	532	532	421	464	493	509
FBgn0032923	2064	2383	1869	2042	2123	2353
FBgn0032924	4091	5254	3701	4690	4908	5027
FBgn0032925	6131	7198	4801	5894	6032	6511
FBgn0266215	47	59	42	46	51	60
FBgn0263051	0	0	0	0	0	0
FBgn0263050	0	0	0	0	0	0
FBgn0010100	34522	36409	25780	25066	23090	27485
FBgn0051627	14	17	64	36	71	17
FBgn0000239	8103	9570	7097	7890	8385	8470
FBgn0263474	4	6	0	1	0	1
FBgn0266216	0	3	9	3	17	3
FBgn0032929	3094	4594	2719	4450	4730	4667
FBgn0011829	81	120	73	69	44	48
FBgn0051624	1	0	46	21	57	0
FBgn0051988	0	0	566	253	758	2
FBgn0026255	752	769	565	524	514	578
FBgn0032935	814	821	780	1438	1367	1462
FBgn0003930	31	21	15	35	34	28
FBgn0032934	1220	1427	1001	2126	2077	2215
FBgn0026577	4841	6730	4040	5665	5892	6173
FBgn0051626	13	10	13	11	11	7
FBgn0267277	4	2	3	2	7	1
FBgn0261239	1176	1673	1170	1281	1341	1389
FBgn0021856	1354	1549	1223	1295	1293	1430
FBgn0032938	2971	3960	2549	3604	3763	3725
FBgn0263536	0	0	0	0	0	0
FBgn0041336	3	4	10	5	7	5
FBgn0032940	7622	8589	6420	8201	8329	8916
FBgn0264556	0	0	1	5	5	0
FBgn0000370	29212	27164	22218	20430	19964	21859
FBgn0266020	3	3	1	2	0	1
FBgn0261586	0	0	6	3	4	0
FBgn0023091	6	10	7	9	13	7
FBgn0032943	4	22	5	3	5	8
FBgn0023090	4	6	89	27	111	5
FBgn0041245	3	2	6	4	12	5
FBgn0032945	1217	994	862	981	1133	919
FBgn0032946	4473	5377	3603	3659	3445	3537
FBgn0051616	0	0	0	0	0	0
FBgn0051615	0	0	0	0	0	0
FBgn0051754	0	0	0	1	0	1
FBgn0053801	0	0	0	0	1	0
FBgn0053910	0	0	0	0	0	0
FBgn0053802	0	0	0	0	0	0
FBgn0053909	0	0	0	0	0	0
FBgn0053803	0	0	0	0	0	0
FBgn0051617	0	0	0	0	0	0
FBgn0061209	1	2	0	0	0	1
FBgn0051618	0	0	0	0	0	0
FBgn0053727	0	0	0	0	0	0
FBgn0051611	0	0	0	0	0	0
FBgn0051613	0	0	0	0	0	0
FBgn0053804	0	0	0	0	0	0
FBgn0053908	0	0	0	0	0	0
FBgn0053805	0	2	0	0	0	0
FBgn0053907	0	0	0	0	0	0
FBgn0053806	0	0	0	0	0	0
FBgn0053807	0	0	0	0	0	0
FBgn0053906	0	0	0	0	0	0
FBgn0053808	0	0	0	0	0	0
FBgn0053728	0	0	0	0	0	0
FBgn0053905	0	0	0	0	0	0
FBgn0053809	0	0	0	0	0	0
FBgn0053810	0	0	0	0	0	0
FBgn0053904	0	0	0	0	0	0
FBgn0053811	0	0	0	0	0	0
FBgn0053903	0	0	0	0	0	0
FBgn0053812	0	0	0	0	0	0
FBgn0053813	0	0	0	0	0	0
FBgn0053902	0	0	0	0	0	0
FBgn0053814	0	0	0	0	0	0
FBgn0053729	0	0	0	0	0	0
FBgn0053901	0	0	0	0	0	0
FBgn0053815	0	0	0	0	0	0
FBgn0053816	0	0	0	0	0	0
FBgn0053900	0	0	0	0	0	0
FBgn0053817	0	0	0	0	0	0
FBgn0053730	0	0	0	0	0	0
FBgn0053899	0	0	0	0	0	0
FBgn0053818	0	0	0	0	0	0
FBgn0053819	0	0	0	0	0	0
FBgn0053898	0	0	0	0	0	0
FBgn0053820	0	0	0	0	0	0
FBgn0053731	0	0	0	0	0	0
FBgn0053897	0	0	0	0	0	0
FBgn0053821	0	0	0	0	0	0
FBgn0053822	0	0	0	0	0	0
FBgn0053896	0	0	0	0	0	0
FBgn0053823	0	0	0	0	0	0
FBgn0053732	0	0	0	0	0	0
FBgn0053895	0	0	0	0	0	0
FBgn0053824	0	0	0	0	0	0
FBgn0053825	0	0	0	0	0	0
FBgn0053894	0	0	0	0	0	0
FBgn0053826	0	0	0	0	0	0
FBgn0053733	0	0	0	0	0	0
FBgn0053893	0	0	0	0	0	0
FBgn0053827	0	0	0	0	0	0
FBgn0053828	0	0	0	0	0	0
FBgn0053892	0	0	0	0	0	0
FBgn0053829	0	0	0	0	0	0
FBgn0053734	0	0	0	0	0	0
FBgn0053891	0	0	0	0	0	0
FBgn0053830	0	0	0	0	0	0
FBgn0053831	0	0	0	0	0	0
FBgn0053890	0	0	0	0	0	0
FBgn0053832	0	0	0	0	0	0
FBgn0053735	0	0	0	0	0	0
FBgn0053889	0	0	0	0	0	0
FBgn0053833	0	0	0	0	0	0
FBgn0053834	0	0	1	0	0	0
FBgn0053888	0	0	0	0	0	0
FBgn0053835	0	0	0	0	0	0
FBgn0053736	0	0	0	0	0	0
FBgn0053887	0	0	0	0	0	0
FBgn0053836	0	0	0	0	0	0
FBgn0053837	0	0	0	0	0	0
FBgn0053886	0	0	0	0	0	0
FBgn0053838	0	0	0	0	0	0
FBgn0053737	0	0	0	0	0	0
FBgn0053885	0	0	0	0	0	0
FBgn0053839	0	0	0	0	0	0
FBgn0053840	0	0	0	0	0	0
FBgn0053884	0	0	0	0	0	0
FBgn0053841	0	0	0	0	0	0
FBgn0053738	0	0	0	0	0	0
FBgn0053883	0	0	0	0	0	0
FBgn0053842	0	0	0	0	0	0
FBgn0053843	0	0	0	0	0	0
FBgn0053882	0	0	0	0	0	0
FBgn0053844	0	0	0	0	0	0
FBgn0053739	0	0	0	0	0	0
FBgn0053881	0	0	0	0	0	0
FBgn0053845	0	0	0	0	0	0
FBgn0053846	0	0	0	0	0	0
FBgn0053880	0	0	0	0	0	0
FBgn0053847	0	0	0	0	0	0
FBgn0053740	0	0	0	0	0	0
FBgn0053879	0	0	0	0	0	0
FBgn0053848	0	0	0	0	0	0
FBgn0053849	0	0	0	0	0	0
FBgn0053878	0	0	0	0	0	0
FBgn0053850	0	0	0	0	0	0
FBgn0053741	0	0	0	0	0	0
FBgn0053877	0	0	0	0	0	0
FBgn0053851	0	0	0	0	0	0
FBgn0053852	0	0	0	0	0	0
FBgn0053876	0	0	0	0	0	0
FBgn0053853	0	0	0	0	0	0
FBgn0053742	0	0	0	0	0	0
FBgn0053875	0	0	0	0	0	0
FBgn0053854	0	0	0	0	0	0
FBgn0053855	0	0	0	0	0	0
FBgn0053874	0	0	0	0	0	0
FBgn0053856	0	0	0	0	0	0
FBgn0053743	0	0	0	0	0	0
FBgn0053873	0	0	0	0	0	0
FBgn0053857	0	0	0	0	0	0
FBgn0053858	0	0	0	0	0	0
FBgn0053872	0	0	0	0	0	0
FBgn0053859	0	0	0	0	0	0
FBgn0053744	0	0	0	0	0	0
FBgn0053871	0	0	0	0	0	0
FBgn0053860	0	0	0	0	0	0
FBgn0053861	0	0	0	0	0	0
FBgn0053870	0	0	0	0	0	0
FBgn0053862	0	0	0	0	0	0
FBgn0053745	0	0	0	0	0	0
FBgn0053869	0	0	0	0	0	0
FBgn0053863	0	0	0	0	0	0
FBgn0053864	0	0	0	0	0	0
FBgn0053868	8	13	6	12	23	20
FBgn0053865	0	0	0	0	0	0
FBgn0053746	0	0	0	0	0	0
FBgn0053867	30	45	28	28	37	45
FBgn0053866	0	0	0	0	0	0
FBgn0051614	0	0	0	1	0	0
FBgn0032949	15799	17699	14595	15121	15508	15518
FBgn0260718	2	1	5	0	6	0
FBgn0016919	42	46	82	34	48	41
FBgn0260719	1	3	2	2	1	0
FBgn0032955	5527	6524	4539	6805	6831	6774
FBgn0262631	95	89	100	85	92	69
FBgn0022893	33439	42603	29875	39550	41558	42384
FBgn0266328	7	6	3	2	2	4
FBgn0023416	747	754	667	641	614	696
FBgn0262620	273	374	256	357	325	358
FBgn0032956	4909	5865	4345	5636	5705	5703
FBgn0032957	1179	1220	1018	918	1017	963
FBgn0267735	2	0	4	3	2	0
FBgn0000559	314178	289477	246178	257192	254130	273373
FBgn0065100	9	12	11	2	4	6
FBgn0051619	1236	1262	1067	1116	1041	988
FBgn0086779	3568	5011	3374	4382	4462	4758
FBgn0032961	8110	8077	6796	6162	6464	6999
FBgn0051612	265	343	354	338	371	357
FBgn0032964	1	5	33	8	39	1
FBgn0265255	0	0	11	1	7	0
FBgn0266021	0	0	3	3	8	0
FBgn0003866	522	550	544	460	464	462
FBgn0266222	4	10	2	8	3	5
FBgn0266223	4	5	9	4	6	3
FBgn0266224	1	0	3	0	1	0
FBgn0266225	0	1	6	2	9	1
FBgn0266902	0	0	1	0	4	0
FBgn0264262	0	0	2	0	2	0
FBgn0032965	0	0	14	5	14	0
FBgn0032966	0	0	17	4	11	0
FBgn0032967	0	0	25	3	30	0
FBgn0051600	1	0	7	1	12	0
FBgn0032968	0	0	14	5	32	0
FBgn0266873	0	2	6	4	6	0
FBgn0267268	0	0	0	1	0	1
FBgn0267267	3	3	3	1	1	4
FBgn0265148	0	0	13	3	8	0
FBgn0266038	0	0	0	0	2	0
FBgn0266039	0	0	2	0	1	1
FBgn0028979	182	182	179	157	208	175
FBgn0053987	1	0	1	0	1	0
FBgn0266874	1	0	3	3	3	0
FBgn0084001	0	0	0	1	1	0
FBgn0051601	6	1	82	18	129	4
FBgn0085202	0	0	19	5	30	0
FBgn0260996	0	0	26	7	41	0
FBgn0051700	0	0	0	1	1	0
FBgn0051702	5	4	25	8	17	5
FBgn0032971	0	0	52	30	76	0
FBgn0051703	10	18	42	9	23	7
FBgn0032973	111	69	94	64	77	62
FBgn0032974	3621	4614	3435	4236	4484	4769
FBgn0025674	3797	4432	3464	3848	3805	4219
FBgn0262885	0	0	0	0	0	0
FBgn0261802	5932	6337	4672	5870	5887	5991
FBgn0262886	125	112	111	104	115	97
FBgn0083973	43	36	15	148	115	48
FBgn0032979	3631	4873	3175	3949	4093	4359
FBgn0266044	17	21	15	17	12	21
FBgn0032981	143	148	117	53	48	54
FBgn0259683	19	16	15	14	17	16
FBgn0042701	9	4	9	4	6	3
FBgn0264265	9	7	4	10	4	4
FBgn0032986	2963	3277	2653	2977	2891	2979
FBgn0032987	80149	75209	69215	62146	61573	68353
FBgn0032988	6482	7108	5754	5815	5844	6232
FBgn0039972	23526	34658	19751	32114	33933	33354
FBgn0263091	2	2	3	1	1	2
FBgn0064225	175681	161826	147243	138582	134751	148922
FBgn0082980	45	49	38	20	28	22
FBgn0040009	1877	2317	1673	2099	2248	2216
FBgn0040010	2910	3622	2765	3191	3188	3342
FBgn0040011	5995	8550	6144	7857	8905	7945
FBgn0058006	1154	1345	896	1090	1078	1154
FBgn0264548	3	3	2	5	4	2
FBgn0058439	264	295	261	194	185	165
FBgn0041004	942	1372	971	1286	1164	949
FBgn0002566	3692	4068	3468	3643	3795	3840
FBgn0058005	4	4	5	1	4	4
FBgn0000384	2104	3183	1989	2808	2898	2775
FBgn0250907	351	234	378	290	252	315
FBgn0086683	2471	3218	2281	2950	3086	3283
FBgn0262887	213	174	219	147	154	155
FBgn0039958	2259	2710	2272	2166	2171	2078
FBgn0262293	0	0	0	0	0	0
FBgn0265254	36	28	26	29	45	44
FBgn0063368	111	110	131	126	107	142
FBgn0058042	7091	8141	6477	6729	6944	7453
FBgn0260435	0	0	0	0	0	0
FBgn0085664	0	0	0	0	0	0
FBgn0267428	64	65	69	66	58	62
FBgn0069969	531	581	537	552	518	531
FBgn0085582	5	8	2	9	3	3
FBgn0003256	3594	4490	3098	4324	4535	4235
FBgn0261505	89	57	55	49	70	88
FBgn0085732	33	68	82	39	18	17
FBgn0058191	3976	5008	3799	4309	4482	4744
FBgn0267398	5674	6699	5211	5435	5701	5944
FBgn0264834	65	67	54	32	32	43
FBgn0262123	139	171	361	209	283	183
FBgn0264835	0	3	3	2	2	1
FBgn0058196	3348	3772	2975	3144	3218	3213
FBgn0039993	4845	5251	3584	4311	4107	4673
FBgn0058068	0	0	0	0	0	0
FBgn0087011	341	244	203	205	212	172
FBgn0085784	1	0	0	0	1	0
FBgn0263780	450	497	390	398	410	455
FBgn0058100	0	0	0	1	0	1
FBgn0058263	2222	2892	1861	2112	2100	2167
FBgn0262204	2	0	1	1	0	1
FBgn0085638	1261	1521	1171	1403	1365	1460
FBgn0020908	23545	39774	20908	25540	21021	24162
FBgn0260995	292	283	290	205	180	252
FBgn0085570	0	0	1	0	0	0
FBgn0085569	0	0	0	0	0	0
FBgn0266762	0	0	0	1	0	0
FBgn0085786	1	1	1	1	1	1
FBgn0058461	0	0	0	0	0	0
FBgn0085512	0	0	0	0	0	0
FBgn0262124	5272	7435	4521	6231	6721	6137
FBgn0266632	0	0	0	0	0	1
FBgn0046706	2714	3521	2464	3473	3723	3355
FBgn0262115	3786	4497	3531	3934	4032	4219
FBgn0262116	4631	5315	4189	3879	3579	3977
FBgn0262117	4681	6401	4501	5843	6163	5732
FBgn0260798	4461	5013	3924	4640	4953	4698
FBgn0264909	0	0	0	0	0	0
FBgn0040007	30941	28449	25241	25421	24197	23690
FBgn0046692	2805	3935	2674	3435	3516	3352
FBgn0260799	5217	6890	4571	5893	5905	5767
FBgn0032997	2608	3024	2208	2700	2828	2880
FBgn0267585	596	866	675	608	642	700
FBgn0040005	3393	3990	3258	3619	3943	3783
FBgn0026401	9020	12611	8162	11272	11721	10870
FBgn0039979	1	0	0	1	0	0
FBgn0267027	7	13	8	12	7	18
FBgn0084049	4	13	17	13	18	9
FBgn0039994	5178	6905	4701	6187	6590	6595
FBgn0262970	86	76	88	70	85	77
FBgn0267733	549	461	456	481	499	503
FBgn0250830	2546	3220	2256	2728	2822	2932
FBgn0261387	4281	5224	3907	4514	4643	4687
FBgn0033000	2743	3308	2418	3027	3001	3259
FBgn0264911	5	4	30	5	13	4
FBgn0040849	53	47	57	64	88	73
FBgn0264914	0	0	5	1	0	0
FBgn0013348	1987	3427	2661	1516	1234	1426
FBgn0263092	0	0	0	0	0	0
FBgn0033005	6367	8417	5995	6611	6701	6800
FBgn0026238	6667	10217	6665	8478	8883	9165
FBgn0262901	85	112	72	104	92	119
FBgn0033010	2602	3130	2382	2330	2616	2399
FBgn0053554	6787	8063	5296	6488	6820	6433
FBgn0084008	0	1	14	7	27	0
FBgn0033015	3909	5702	4101	5151	5349	5590
FBgn0261403	7603	9102	6914	7547	7553	7235
FBgn0033017	3503	4400	3092	3976	4036	4136
FBgn0033019	1185	1719	1179	1580	1802	1831
FBgn0050441	14	15	18	16	17	11
FBgn0033021	6295	8321	5579	7368	7454	7434
FBgn0261429	10	11	6	6	6	5
FBgn0259247	890	1025	765	760	729	886
FBgn0050440	2891	3537	2238	3601	3644	3737
FBgn0050438	391	324	542	408	405	394
FBgn0033027	528	1056	1580	440	162	633
FBgn0039969	2756	3082	2765	2679	2925	2956
FBgn0039970	6604	6695	5444	6013	6024	6367
FBgn0033028	4458	6150	4230	5016	5070	5276
FBgn0027507	3134	4130	2828	3540	3664	3777
FBgn0033029	7538	9059	6309	7769	7775	8064
FBgn0267028	28	41	31	58	45	41
FBgn0033031	294	377	411	292	349	299
FBgn0033032	1507	1774	1568	1584	1585	1669
FBgn0033033	654	556	533	385	348	403
FBgn0259979	8432	10265	7880	7858	8234	8820
FBgn0259978	6645	9219	5812	8154	8787	8639
FBgn0000099	710	475	638	355	409	340
FBgn0022288	3826	3926	2991	3203	3163	3550
FBgn0085229	1874	1962	1765	1474	1489	1588
FBgn0033038	1271	1163	1029	1028	1073	1182
FBgn0266580	6265	8167	5758	6729	6900	6925
FBgn0263479	0	0	0	0	0	1
FBgn0025693	1863	1979	1591	1541	1492	1623
FBgn0033041	1	3	0	0	0	1
FBgn0033042	0	0	28	1	28	0
FBgn0033043	4	5	1	0	1	5
FBgn0085414	770	853	777	707	753	717
FBgn0265631	0	0	0	1	0	0
FBgn0264956	0	0	4	1	1	2
FBgn0263109	39	24	39	10	10	16
FBgn0264957	0	0	0	0	0	0
FBgn0033047	2219	2060	2102	1346	973	1339
FBgn0033048	554	452	452	203	166	181
FBgn0264958	56	27	32	47	33	42
FBgn0263855	2911	4042	2501	4189	4535	4501
FBgn0002774	2533	2729	2230	2090	2166	2275
FBgn0264959	3538	4375	3088	3312	3254	3403
FBgn0000043	12947	11847	11077	10865	10774	10491
FBgn0033050	2995	3424	2655	3037	3173	3245
FBgn0033051	580	612	582	653	653	635
FBgn0033052	3341	4082	2940	4108	4110	4117
FBgn0033054	714	906	615	569	486	555
FBgn0033055	1895	2155	1605	2002	2143	2055
FBgn0264961	51	49	43	40	35	59
FBgn0085240	63	83	48	136	185	177
FBgn0085241	9544	8829	7786	10372	10377	11926
FBgn0033058	31	33	31	21	36	33
FBgn0033056	0	0	98	43	138	0
FBgn0264980	0	0	27	11	32	0
FBgn0033059	2449	2624	2165	2013	2063	2185
FBgn0033060	566	578	513	538	567	582
FBgn0033061	96	77	52	82	80	78
FBgn0033062	6755	9235	6204	7304	7707	8379
FBgn0000546	2075	2852	1865	2104	2045	2142
FBgn0033063	14	16	108	45	136	13
FBgn0011958	0	0	0	0	0	0
FBgn0011891	0	0	0	0	0	1
FBgn0011938	0	0	0	0	0	0
FBgn0011937	0	0	0	0	0	0
FBgn0011936	0	0	0	0	0	0
FBgn0264505	1	2	4	2	6	4
FBgn0011957	0	0	0	0	0	0
FBgn0011933	0	0	0	0	0	0
FBgn0011932	0	0	0	0	0	0
FBgn0011931	0	0	0	0	0	0
FBgn0011889	0	0	1	0	0	0
FBgn0011888	0	1	0	0	1	0
FBgn0011887	0	0	0	0	0	0
FBgn0011880	1	0	1	0	0	0
FBgn0011956	0	0	0	0	0	0
FBgn0011890	1	0	0	1	1	0
FBgn0050316	0	0	0	0	0	0
FBgn0033065	4620	2955	4031	5661	5416	7185
FBgn0011955	0	0	0	0	0	0
FBgn0040502	9362	9012	7610	5792	6006	7582
FBgn0033067	665	742	568	384	457	500
FBgn0262867	215	237	276	254	293	265
FBgn0011935	0	0	0	0	0	0
FBgn0011934	0	0	0	0	0	0
FBgn0050432	0	0	30	4	42	0
FBgn0050431	479	215	430	157	200	145
FBgn0033072	17	21	13	22	21	17
FBgn0021847	2320	2791	2022	2545	2472	2603
FBgn0263144	7733	10975	7016	9032	9339	9862
FBgn0265044	27	8	22	15	25	17
FBgn0033075	2597	3551	2213	2499	2365	2999
FBgn0267744	5	14	13	4	10	11
FBgn0086655	2479	3321	2262	2644	2859	2884
FBgn0266620	0	0	0	0	0	1
FBgn0033076	1	0	10	0	12	0
FBgn0053919	1	3	2	0	3	1
FBgn0262736	60460	67975	51263	45295	42686	47822
FBgn0026761	3949	4011	3189	2973	3156	3321
FBgn0042085	5031	7846	4623	6605	7151	7732
FBgn0033079	2972	2788	1977	2280	1841	2392
FBgn0029131	2223	3174	2187	2610	2606	3034
FBgn0050443	1156	1449	1131	1310	1346	1463
FBgn0033081	4228	5620	3898	5318	5440	5726
FBgn0013732	2851	4750	2862	4217	4438	4562
FBgn0266518	1799	2225	1667	1903	1969	2070
FBgn0000054	2115	2563	1949	2442	2522	2533
FBgn0266621	2	1	4	3	10	12
FBgn0033085	363	450	356	302	319	394
FBgn0033086	493	606	468	515	517	512
FBgn0033087	1078	1336	922	1050	1000	1103
FBgn0033088	602	859	577	788	828	846
FBgn0033089	681	757	600	647	657	751
FBgn0033092	967	1100	852	923	865	1057
FBgn0259977	458	381	502	418	415	372
FBgn0265049	3	3	5	1	1	1
FBgn0265050	4	16	13	11	9	6
FBgn0033090	30	39	51	35	42	28
FBgn0050446	128	101	117	79	75	85
FBgn0033093	3297	2830	3010	1701	1428	1762
FBgn0259483	2839	3747	2766	3411	3437	3628
FBgn0014009	4555	4973	3897	4652	4586	4812
FBgn0266525	0	0	0	0	0	0
FBgn0033095	0	0	0	0	0	0
FBgn0263518	1	5	0	2	1	4
FBgn0263586	18	32	41	44	40	38
FBgn0033096	51	34	41	2	2	2
FBgn0033097	145	145	49	13	6	9
FBgn0010482	5936	6440	4271	2913	2385	2787
FBgn0028579	2260	2918	2131	2693	3035	2820
FBgn0042083	2184	2654	1988	2478	2483	2830
FBgn0027066	7202	8801	6804	7882	8116	8099
FBgn0033100	2013	2067	1716	1673	1662	1879
FBgn0033101	2632	2843	2360	2322	2173	2630
FBgn0085421	1190	1221	1053	934	921	904
FBgn0000473	745	418	518	868	955	727
FBgn0014028	6813	7259	5487	5693	5228	6470
FBgn0033104	814	871	729	904	871	938
FBgn0022224	803	832	676	690	667	730
FBgn0265003	3385	4559	3361	3780	3882	4184
FBgn0265635	67	60	62	70	77	97
FBgn0033108	450	476	428	365	382	381
FBgn0085244	1100	632	831	843	879	861
FBgn0263517	0	0	1	0	0	0
FBgn0265051	0	0	2	0	0	0
FBgn0265935	7348	8611	6660	8069	8341	8268
FBgn0033110	54	84	63	86	80	85
FBgn0265058	22	14	11	12	21	9
FBgn0265137	3095	2810	2515	2654	2624	2752
FBgn0033112	11	6	6	5	16	7
FBgn0033113	254	251	277	257	303	282
FBgn0028988	623	492	451	425	414	411
FBgn0033115	40	33	25	41	33	41
FBgn0050158	202	245	221	228	192	236
FBgn0033117	938	1130	846	984	1011	1073
FBgn0053558	4775	6823	3951	5509	5775	6586
FBgn0066293	97	78	43	68	66	48
FBgn0066292	380	294	219	192	224	181
FBgn0011892	0	0	0	0	0	0
FBgn0011893	0	1	0	0	0	0
FBgn0011894	1	1	0	1	1	1
FBgn0011895	0	1	2	1	0	4
FBgn0053348	10	16	12	10	15	16
FBgn0053349	18	19	14	17	13	15
FBgn0033121	1294	1782	1129	1491	1559	1645
FBgn0050157	47	48	40	52	54	38
FBgn0022960	1856	2726	1718	2077	2330	2339
FBgn0265059	27	21	28	23	28	16
FBgn0265060	5	5	5	5	5	5
FBgn0050156	43	43	165	71	154	43
FBgn0033122	948	1275	841	1154	1276	1309
FBgn0029508	24	23	27	20	23	23
FBgn0050159	1958	2412	1710	2021	2034	2273
FBgn0042086	2	0	0	1	0	1
FBgn0261856	0	0	0	0	0	0
FBgn0050160	0	0	0	0	0	0
FBgn0033124	1229	1317	980	902	720	851
FBgn0029507	2877	2631	2794	4346	4533	4219
FBgn0029506	9340	9047	8724	6663	6569	6566
FBgn0263655	7	8	9	9	3	11
FBgn0263656	13	12	10	10	15	8
FBgn0265061	4	2	5	3	2	1
FBgn0033127	2385	2789	2195	2878	2889	2915
FBgn0033128	1189	1145	1133	924	954	957
FBgn0033129	410	424	530	388	326	342
FBgn0033130	821	664	805	615	620	570
FBgn0053914	80	106	115	102	101	94
FBgn0033131	14	19	19	18	8	23
FBgn0033132	1490	1902	1452	1238	1135	1234
FBgn0033133	130	153	152	116	96	112
FBgn0033134	715	618	738	524	620	472
FBgn0016032	319	304	287	208	228	218
FBgn0033135	154	164	114	169	160	160
FBgn0033137	33	32	64	32	37	25
FBgn0033136	63	129	81	72	62	69
FBgn0027558	1170	1549	1057	1434	1480	1507
FBgn0033138	665	680	529	412	341	367
FBgn0033139	644	722	538	717	574	575
FBgn0033140	15	7	9	10	7	8
FBgn0050298	0	0	0	0	0	0
FBgn0050299	0	0	0	0	0	0
FBgn0263934	184	190	177	118	132	122
FBgn0015038	256	274	195	272	252	235
FBgn0015039	3548	3206	1426	3565	2298	2805
FBgn0265636	0	1	3	1	2	2
FBgn0024294	62	32	5	9	32	24
FBgn0265095	0	0	2	0	1	0
FBgn0003090	182	208	130	124	114	109
FBgn0024293	9697	7590	5654	8351	7922	9804
FBgn0044011	104	94	126	142	150	191
FBgn0002930	3840	3118	2660	2766	2909	3248
FBgn0026389	0	2	1	0	0	1
FBgn0026602	971	1280	928	927	907	1032
FBgn0033153	382	391	397	471	528	407
FBgn0266818	16	9	10	8	9	11
FBgn0033154	2	1	3	3	2	5
FBgn0033155	4347	6171	3763	5566	5822	6204
FBgn0260991	4497	6627	4230	6590	7065	7386
FBgn0003174	83	85	82	43	41	38
FBgn0033158	26	12	12	18	10	16
FBgn0033159	1004	1024	769	693	659	586
FBgn0266622	3	3	3	1	5	1
